formula_pretty,formation_energy_per_atom,volume_per_atom,mean MeltingT,mean CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range Polarizability,mean Polarizability
CuNiPd,0.036541377,12.96803988,1637.94,131.6666667,0.3,2.003333333,0,9.333333333,2,5.916666667
Li2SnPd,-0.466714865,15.6314801,810.1275,133.5,1.22,1.53,0.5,5,19.535,15.1325
Cu2Sn2Pd,-0.067009525,18.64992688,1110.75,136.2,0.3,1.984,0.8,10,2.26,6.244
Mg16Al12Sn,-0.007051227,20.20512572,912.9213793,132.6551724,0.65,1.456551724,0.482758621,0.344827586,3.966666667,8.997471264
MgZnNi2,-0.199294949,12.40615886,1267.92,127.75,0.6,1.695,0,6.5,4.95,7.545833333
Mg2ZnPt,-0.508133012,16.65226959,1145.02,135,0.97,1.6375,0,4.75,4.95,8.4625
Mg16Al12Pb,0.007135361,20.58880924,916.2155172,132.8965517,1.02,1.469310345,0.482758621,0.344827586,3.966666667,8.995229885
Mg11(Al2Cu)6,-0.124215571,17.45366386,1017.284828,130.862069,0.59,1.556206897,0.413793103,2.068965517,4.616666667,8.170114943
Mg32Al36Ag13,-0.061067788,18.95682452,977.7161728,132.7530864,0.62,1.542839506,0.444444444,1.604938272,3.966666667,8.397572016
Sr4Mg3Al5,-0.174631372,26.31623456,969.6958333,150.6666667,0.66,1.315,0.416666667,0,18.75,14.04166667
Mg2CdRh,-0.28006562,17.60694338,1169.305,142,0.97,1.6475,0,4.5,3.446666667,9.363333333
MgZnAg2,-0.131215577,17.61603034,1021.385,138.25,0.62,1.705,0,7.5,4.95,7.640833333
Ca16Mg3Sn13,-0.600321527,28.98269001,849.22,157.6875,0.96,1.4190625,0.8125,4.0625,18.67333333,16.74416667
MgPdAu2,-0.429623764,17.3147476,1356.4275,138,1.23,2.1475,0,7.5,5.966666667,6.791666667
Li2MgHg,-0.247367839,18.13448202,516.175,132.25,1.02,1.3175,0,2.5,18.975,16.19916667
NaCd2Pd,-0.199589513,18.97772011,846.84,148.25,1.27,1.6275,0,7.5,19.31,10.8875
Ca2PdAu,-0.740615748,22.6061617,1348.845,156.75,1.54,1.685,0,5,20.93333333,15.51666667
Mg2GaPd,-0.415764392,16.81187782,994.24,135.75,0.89,1.6575,0.25,5,5.966666667,8.613333333
AgPdAu2,-0.089660366,16.93285041,1434.41,139,0.61,2.3025,0,10,2.19,5.8475
Mg16Al12Pd,-0.06270124,19.74030633,958.5410345,132.6551724,0.89,1.464827586,0.413793103,0.344827586,5.966666667,8.91954023
PdRhPb4,-0.144859083,22.91694076,1077.915,144.1666667,0.13,2.3,1.333333333,9.666666667,3.8,6.896666667
AgBiPd2,-0.188207855,18.1950019,1358.8575,142.75,0.27,2.0875,0.75,10,6.59,4.2475
NaTl2Pd,-0.172531865,21.36509157,838.23,148.75,1.27,1.5925,0.5,7.5,19.31,11.0025
Bi3Pd12Pb,-0.235059468,17.70898882,1510.650625,141.125,0.31,2.174375,0.6875,10,6.595,4.1121875
NaCdBi,-0.214850322,29.95567469,503.1633333,152.6666667,1.09,1.546666667,1,6.666666667,23.71,10.61
NaSr2Tl,-0.247545492,36.19572852,761.9675,175.25,0.69,1.1125,0.25,2.5,18,20.69
NaTlPd2,-0.21045003,17.799437,1150.9925,147.25,1.27,1.7375,0.25,7.5,19.31,10.315
Al,0,16.47171763,933.47,121,0,1.61,1,0,0,6.8
Al,0.010480728,15.89542167,933.47,121,0,1.61,1,0,0,6.8
Al,0.032078225,16.66939567,933.47,121,0,1.61,1,0,0,6.8
Al,0.094750411,17.56611275,933.47,121,0,1.61,1,0,0,6.8
Al,0.095723628,17.68825251,933.47,121,0,1.61,1,0,0,6.8
Al,0.102081551,17.56575018,933.47,121,0,1.61,1,0,0,6.8
Al,0.10340029,16.11571599,933.47,121,0,1.61,1,0,0,6.8
Al,0.107549541,17.66756133,933.47,121,0,1.61,1,0,0,6.8
Al,0.114308686,17.91998814,933.47,121,0,1.61,1,0,0,6.8
Al,0.302125532,23.5104831,933.47,121,0,1.61,1,0,0,6.8
Na2TlBi,-0.373143569,27.78754639,465.785,156.25,1.09,1.375,1,5,23.71,14.0425
NaCdBi,-0.214850322,29.95567469,503.1633333,152.6666667,1.09,1.546666667,1,6.666666667,23.71,10.61
Na10CaSn12,-0.254896576,30.59055216,473.246087,152.3478261,1.03,1.470434783,1.043478261,5.217391304,18.67333333,15.28492754
NaMgTl2,-0.083778493,25.11456898,611.9675,149.25,0.69,1.37,0.5,5,16.56,12.49416667
Tl2CdHg,0.774058195,349.1863177,495.635,141.5,0.38,1.7325,0.5,10,2.19,6.945
Na2TlHg,0.568447993,384.7175651,388.265,152.25,1.07,1.37,0.25,5,18.75,15.2825
TlHg2Pb,0.780573779,332.2520687,411.5625,138.75,0.71,1.9875,0.75,10,2.19,6.31625
Tl2CdBi,0.789456872,332.682512,573.155,145.5,0.4,1.7375,1.25,10,7.15,5.705
Na2TlCd,0.751606133,394.1103009,478.24,155.25,0.76,1.2925,0.25,5,16.79,15.7725
NaTlCd2,0.787549989,312.7771072,534.0775,149.75,0.76,1.4825,0.25,7.5,16.79,11.575
Tl2HgPb,0.836993121,358.6073864,497.2325,142,0.71,1.8925,1,10,2.19,6.86375
TlIn2Hg,0.905529666,321.1342359,417.705,140.25,0.38,1.795,0.75,10,4.29,8.0525
NaTl2Hg,0.775214805,368.4183813,439.7975,147,1.07,1.5425,0.5,7.5,18.75,11.1425
TlCd2Bi,0.925357135,319.4091909,577.46,145.25,0.4,1.755,1,10,7.15,5.6475
Tl2CdIn,0.941087343,334.1457897,544.4925,144,0.16,1.6775,0.75,10,2.33,8.0175
NaTl2Au,0.753216099,343.1884736,715.55,148,1.61,1.6775,0.5,7.5,18.31,11.2525
NaTl2In,0.83613824,363.9647661,488.655,149.5,0.85,1.4875,0.75,7.5,16.56,12.215
NaTl2Sn,0.837101837,357.5448428,507.4875,148.75,1.03,1.5325,1,7.5,17.05,11.5675
NaTl2Ag,0.908565636,354.1641554,689.95,150.25,1,1.525,0.5,7.5,17.12,11.55
TlCdIn2,1.013379149,332.2092894,507.68,143.25,0.16,1.7175,0.75,10,2.33,8.5425
Li2TlHg,0.696561967,278.3992611,429.675,133.25,1.02,1.395,0.25,5,18.975,15.395
TlIn2Bi,0.999673452,299.956778,495.225,144.25,0.4,1.8,1.5,10,9.25,6.8125
Tl2InBi,1.00310832,336.8278857,532.0375,145,0.4,1.76,1.5,10,9.25,6.2875
LiTlAg2,0.929559551,283.7399418,875.1375,140.75,0.95,1.615,0.25,7.5,17.345,11.46625
Tl2InSn,1.077332977,314.2595555,522.2075,142.75,0.34,1.745,1.25,10,2.59,7.9525
NaLi2Tl,0.861707696,304.3283977,463.8125,141.75,0.69,1.1275,0.25,2.5,16.785,20.0825
Tl2InPb,1.080782812,376.1317831,546.09,144.5,0.71,1.8375,1.25,10,2.655,7.93625
NaTl2Pt,0.859586432,359.6125662,891.5675,148,1.35,1.6125,0.5,7.25,17.61,11.4275
NaLiTl2,0.870738222,389.2262804,494.64,146,0.69,1.2875,0.5,5,16.785,15.88625
TlHgPb2,1.085646296,355.3838886,503.135,142.25,0.71,2.07,1.25,10,2.19,6.725
TlIn2Pb,1.098744485,299.5827135,509.2775,143.75,0.71,1.8775,1.25,10,2.655,8.46125
Li2TlCd,0.830687708,283.2846166,519.65,136.25,0.71,1.3175,0.25,5,17.015,15.885
NaMg2Tl,1.064930229,330.078869,698.4675,148.25,0.69,1.2925,0.25,2.5,16.56,13.29833333
Na2TlPb,0.909130389,371.6156956,479.8375,155.75,1.4,1.4525,0.75,5,17.115,15.69125
TlBiPb2,1.118335232,372.4515032,580.655,146.25,0.71,2.075,2,10,7.15,5.485
CaTlHg2,0.745375658,371.2582911,540.16,146.25,1,1.655,0.25,7.5,20.37333333,11.00083333
Mg2TlHg,1.003979896,349.9530081,664.33,139.75,0.69,1.56,0.25,5,5.406666667,8.610833333
CaTlAu2,0.558213012,300.2103019,1091.665,148.25,1.54,1.925,0.25,7.5,19.93333333,11.22083333
Li2TlZn,0.92176289,253.7792817,544.265,130.75,0.67,1.3075,0.25,5,18.51833333,15.50916667
Mg2TlCd,1.142990017,358.1393811,754.305,142.75,0.38,1.4825,0.25,5,3.446666667,9.100833333
TlSnPb2,1.201072304,290.7603296,570.825,144,0.71,2.06,1.75,10,0.555,7.15
LiTl2Pd,0.947309865,271.1015323,858.935,139.25,1.22,1.605,0.5,7.5,19.535,11.05875
TlInPb2,1.241562758,364.0482741,551.9925,144.75,0.71,2.015,1.5,10,2.655,7.7975
CaTlAg2,0.983408044,328.8927931,1040.465,152.75,0.93,1.62,0.25,7.5,18.74333333,11.81583333
Li2TlIn,0.949655761,286.9854184,478.5325,135.75,0.8,1.34,0.5,5,16.785,16.4675
SrLi2Tl,1.017357507,371.1675363,633.595,149,0.67,1.1325,0.25,2.5,18,20.4425
Mg2TlIn,1.264274397,340.0442716,713.1875,142.25,0.47,1.505,0.5,5,3.216666667,9.683333333
Ga2Au,-0.23312863,18.98623488,647.7166667,126.6666667,0.73,2.053333333,0.666666667,10,2.32,7.346666667
In3Au10,-0.139674373,18.27509572,1127.888462,137.3846154,0.76,2.364615385,0.230769231,10,3.85,6.688461538
AlAu2,-0.333313271,16.46458971,1202.71,131,0.93,2.23,0.333333333,6.666666667,1,6.133333333
Ca3Au4,-0.828231601,23.29772876,1242.045714,153.1428571,1.54,1.88,0,5.714285714,19.93333333,14.34285714
Ca5Au2,-0.572746819,31.80329037,1178.522857,164.5714286,1.54,1.44,0,2.857142857,19.93333333,20.03809524
PdAu3,-0.09625477,16.86379067,1460.01,136.75,0.34,2.455,0,10,1,5.55
SrAu2,-0.791557605,24.80022653,1241.553333,155.6666667,1.59,2.01,0,6.666666667,19.75,12.38333333
ZnAu3,-0.15800166,16.64571668,1176.1675,132.5,0.89,2.3175,0,10,0.016666667,5.804166667
Mg2Au,-0.481426778,19.04323238,1061.11,139.3333333,1.23,1.72,0,3.333333333,4.966666667,9.111111111
Ca5Au3,-0.712112056,27.86967087,1198.37375,161,1.54,1.5775,0,3.75,19.93333333,18.25833333
InAu3,-0.149090706,18.42092502,1110.435,137.5,0.76,2.35,0.25,10,3.85,6.7625
Sn2Au,-0.095483416,24.65177184,782.4966667,138,0.58,2.153333333,1.333333333,10,1.26,6.64
ZnAu3,-0.15760197,16.66273738,1176.1675,132.5,0.89,2.3175,0,10,0.016666667,5.804166667
Ag3Au,-0.061303661,17.38015441,1260.53,142.75,0.61,2.0825,0,10,1.19,6.6925
Mg3Au,-0.39217166,19.39184778,1026.5825,139.75,1.23,1.6175,0,2.5,4.966666667,9.525
BiAu2,0.00090746,21.54587286,1073.02,140,0.52,2.366666667,1,10,5.4,4
AgAu,-0.062225998,17.40804959,1286.13,140.5,0.61,2.235,0,10,1.19,6.395
AgAu3,-0.063135744,17.50108423,1311.73,138.25,0.61,2.3875,0,10,1.19,6.0975
MgAu3,-0.398330083,17.26278233,1233.7475,137.25,1.23,2.2325,0,7.5,4.966666667,7.041666667
Al3Au8,-0.281784943,17.31355987,1227.186364,131.9090909,0.93,2.286363636,0.272727273,7.272727273,1,6.072727273
MgAu2,-0.480581665,17.61085363,1199.22,137.6666667,1.23,2.13,0,6.666666667,4.966666667,7.455555556
In3Au7,-0.171849141,19.76267634,1065.056,137.8,0.76,2.312,0.3,10,3.85,6.955
Ca7Au3,-0.591584341,31.68651555,1181.699,164,1.54,1.462,0,3,19.93333333,19.75333333
AlAu2,-0.329697898,16.41179243,1202.71,131,0.93,2.23,0.333333333,6.666666667,1,6.133333333
CdAu3,-0.15000073,18.11193937,1151.5525,138,0.85,2.3275,0,10,1.52,6.18
MgAu2,-0.46019271,17.46048857,1199.22,137.6666667,1.23,2.13,0,6.666666667,4.966666667,7.455555556
Li3Au,-0.398890662,15.60296992,674.6,130,1.56,1.37,0,2.5,18.535,19.70125
LiAu3,-0.377490184,16.43578768,1116.42,134,1.56,2.15,0,7.5,18.535,10.43375
PdAu3,-0.091641755,16.86823907,1460.01,136.75,0.34,2.455,0,10,1,5.55
PbAu2,-0.065584007,21.81923393,1091.756667,139.3333333,0.21,2.47,0.666666667,10,1.195,6.198333333
Pb3Au,-0.061826073,27.57038047,784.79,143.5,0.21,2.3825,1.5,10,1.195,6.69625
LiAu3,-0.376453945,16.37101273,1116.42,134,1.56,2.15,0,7.5,18.535,10.43375
Zn3Au5,-0.184423373,15.73355783,1095.58625,130.75,0.89,2.20625,0,10,0.016666667,5.80625
Mg149Au,-0.004093147,22.65578522,925.7622,140.9666667,1.23,1.3182,0,0.066666667,4.966666667,10.73355556
MgCuSn,0.09506045,21.84799584,928.6166667,137.3333333,0.65,1.723333333,0.666666667,6.666666667,4.616666667,7.992222222
MgZn,-0.006232826,18.50686202,807.84,131.5,0.34,1.48,0,5,4.95,8.291666667
MgZn,-0.005055031,18.51527196,807.84,131.5,0.34,1.48,0,5,4.95,8.291666667
Zn3Hg,0.10218329,17.24006592,578.09,124.5,0.35,1.7375,0,10,0.456666667,5.7025
MgZn,-0.001933752,18.61337688,807.84,131.5,0.34,1.48,0,5,4.95,8.291666667
MgZn2,-0.024907058,16.76117312,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
Zn3In,0.105887797,18.2280017,626.9475,127,0.13,1.6825,0.25,10,3.833333333,6.775
ZnBi,0.106655646,28.36083001,618.54,135,0.37,1.835,1.5,10,5.416666667,3.108333333
MgZn5,0.039516844,16.23246614,731.0666667,125.1666667,0.34,1.593333333,0,8.333333333,4.95,6.641666667
ZnIn3,0.107041117,25.13663751,495.4825,137,0.13,1.7475,0.75,10,3.833333333,8.691666667
CaZn3,-0.15792994,18.90133765,798.26,135.5,0.65,1.4875,0,7.5,19.91666667,10.79583333
MgZn,0.002216938,18.47331954,807.84,131.5,0.34,1.48,0,5,4.95,8.291666667
MgZn2,-0.021119057,17.38323532,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
ZnPb3,0.110691477,28.82440278,623.6275,140,0.68,2.16,1.5,10,1.178333333,6.700416667
Zn3In,0.111179925,18.60790673,626.9475,127,0.13,1.6825,0.25,10,3.833333333,6.775
Zn3Cd,0.111207839,16.29532557,668.065,127.5,0.04,1.66,0,10,1.503333333,6.1925
MgZn,0.005505943,19.129738,807.84,131.5,0.34,1.48,0,5,4.95,8.291666667
ZnPb3,0.112074935,28.59148395,623.6275,140,0.68,2.16,1.5,10,1.178333333,6.700416667
Mg2Zn,0.04177319,20.19611945,846.2266667,134.6666667,0.34,1.423333333,0,3.333333333,4.95,9.116666667
ZnSn3,0.112768416,25.50578786,551.98,134.75,0.31,1.8825,1.5,10,1.243333333,6.749166667
NaZn3,0.049048614,18.18889264,612.2275,133,0.72,1.47,0,7.5,18.29333333,10.39
ZnHg3,0.114937919,24.31014296,348.91,129.5,0.35,1.9125,0,10,0.456666667,5.474166667
MgZn3,0.019152869,16.84670242,750.26,126.75,0.34,1.565,0,7.5,4.95,7.054166667
MgZn2,-0.011516738,16.21955015,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
ZnPb3,0.12077277,28.47377655,623.6275,140,0.68,2.16,1.5,10,1.178333333,6.700416667
ZnHg3,0.121756261,25.50157257,348.91,129.5,0.35,1.9125,0,10,0.456666667,5.474166667
MgZn2,-0.008829245,17.03575003,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
MgZn,0.016459447,18.447607,807.84,131.5,0.34,1.48,0,5,4.95,8.291666667
CaZn3,-0.14268282,19.21534312,798.26,135.5,0.65,1.4875,0,7.5,19.91666667,10.79583333
ZnSn3,0.123252356,25.50491033,551.98,134.75,0.31,1.8825,1.5,10,1.243333333,6.749166667
ZnGa3,0.123628386,16.86550046,400.3525,122,0.16,1.77,0.75,10,2.303333333,7.544166667
MgZn,0.017436821,19.07889289,807.84,131.5,0.34,1.48,0,5,4.95,8.291666667
Zn3Sn,0.124232594,18.74783146,645.78,126.25,0.31,1.7275,0.5,10,1.243333333,6.1275
ZnNi,-0.129228335,12.2820897,1210.34,123,0.26,1.78,0,9,0.983333333,6.308333333
ZnSn3,0.126608349,25.34075396,551.98,134.75,0.31,1.8825,1.5,10,1.243333333,6.749166667
MgZn2,-0.003147758,17.33807788,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
ZnHg3,0.128094709,23.7551278,348.91,129.5,0.35,1.9125,0,10,0.456666667,5.474166667
Ca3Zn,-0.004752057,32.07352287,1009.42,162.5,0.65,1.1625,0,2.5,19.91666667,20.75416667
Ca3Zn,-0.004378862,32.76456766,1009.42,162.5,0.65,1.1625,0,2.5,19.91666667,20.75416667
MgZn,0.023474128,18.81285103,807.84,131.5,0.34,1.48,0,5,4.95,8.291666667
Tl3Zn,0.13085038,28.11572656,605.92,139.25,0.03,1.6275,0.75,10,1.733333333,7.116666667
MgZn2,0.000363638,17.17066671,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
Tl3Zn,0.132770092,28.03879518,605.92,139.25,0.03,1.6275,0.75,10,1.733333333,7.116666667
MgZn2,0.003534482,17.45628375,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
MgZn2,0.005251533,17.33430921,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
Tl3Zn,0.135953545,27.66509344,605.92,139.25,0.03,1.6275,0.75,10,1.733333333,7.116666667
CaZn,-0.108427555,27.66893706,903.84,149,0.65,1.325,0,5,19.91666667,15.775
MgZn2,0.010736765,17.43582657,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
MgZn2,0.015002878,17.69971267,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
Zn3Hg,0.147487121,18.64358256,578.09,124.5,0.35,1.7375,0,10,0.456666667,5.7025
MgZn2,0.023588877,17.41667316,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
MgZn2,0.024667935,17.37316888,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
Ca3Zn,0.024939258,33.12371575,1009.42,162.5,0.65,1.1625,0,2.5,19.91666667,20.75416667
TlCuIr,0.526797712,19.80227596,1557.923333,139.3333333,0.58,1.906666667,0.333333333,9,1.45,7.1
Cd,0,22.30751929,594.22,144,0,1.69,0,10,0,7.32
Cd,0.0223162,21.60550874,594.22,144,0,1.69,0,10,0,7.32
Cd,0.02428436,21.93906692,594.22,144,0,1.69,0,10,0,7.32
Cd,0.03712043,21.82742895,594.22,144,0,1.69,0,10,0,7.32
Cd,0.06530916,22.72373322,594.22,144,0,1.69,0,10,0,7.32
Mg2CdIr,1.776777515,283.7233612,1294.805,141.75,0.89,1.6275,0,4.25,3.446666667,9.113333333
MgZn2Ir,1.782162669,230.8346418,1261.84,131.5,0.89,1.7025,0,6.75,4.95,7.5
MgGaPt2,1.359971252,210.6743456,1327.1775,133.75,0.97,1.92,0.25,7,4.266666667,7.971666667
MgZnNi2,1.876142834,155.930841,1267.92,127.75,0.6,1.695,0,6.5,4.95,7.545833333
Mg2CuRh,1.786040178,207.4035006,1360.1925,139,0.97,1.7,0,4.5,4.616666667,9.070833333
MgCdPt2,1.615135424,223.4438831,1400.005,139.25,0.97,1.89,0,7,4.266666667,7.771666667
MgAgPd2,1.667733783,219.6600904,1453.5075,141,0.89,1.91,0,7.5,5.966666667,6.839166667
MgPd2Au,1.617280951,215.2898015,1479.1075,138.75,1.23,2.0625,0,7.5,5.966666667,6.541666667
Mg2ZnIr,1.825775785,233.3722783,1319.42,136.25,0.89,1.6175,0,4.25,4.95,8.7375
LiMgPt2,1.481918945,205.6110215,1364.8725,135.25,1.3,1.7125,0,4.5,17.835,12.02541667
LiMg2Ir,1.803425847,244.6918508,1259.6725,137.75,1.22,1.45,0,1.75,16.735,13.36708333
Mg2NiPt,1.711695168,189.4601606,1403.85,135.5,0.97,1.7025,0,4.25,4.266666667,8.708333333
MgCuPd2,1.770053514,209.2911245,1484.2175,137.75,0.89,1.9025,0,7.5,5.966666667,6.629166667
MgZnPt2,1.607026336,211.7448405,1424.62,133.75,0.97,1.88,0,7,4.95,7.395833333
MgAlPt2,1.380764026,206.7921107,1484.8175,133.5,0.97,1.87,0.25,4.5,4.266666667,7.641666667
MgCu2Pt,1.905921934,192.0079588,1419.985,135.25,0.97,1.8475,0,7.25,4.616666667,7.391666667
Mg2CuIr,2.016831928,187.9311257,1485.6925,138.75,0.89,1.68,0,4.25,4.616666667,8.820833333
MgAlNi2,1.887173506,197.2106404,1328.1175,127.5,0.6,1.685,0.25,4,3.966666667,7.791666667
MgCdRh2,2.158011009,220.9462172,1497.805,142.25,0.97,1.89,0,6.5,3.446666667,8.821666667
MgBiRh2,2.157879081,228.966594,1485.35,143.25,0.97,1.9725,0.75,6.5,10.36666667,7.091666667
MgCuPt2,2.047371986,114.6832911,1590.8925,136.25,0.97,1.9425,0,7,4.616666667,7.479166667
Mg2IrPd,1.99239792,212.9434214,1603.2625,140.5,0.89,1.755,0,4.25,5.966666667,8.483333333
Mg2IrPt,2.100764768,220.2027488,1656.6,139.75,0.97,1.775,0,4,4.266666667,8.908333333
SrCdGa,-0.384753427,27.24475286,649.0433333,153.6666667,0.86,1.483333333,0.333333333,6.666666667,18.23,13.66333333
Ca4Cd3Au,-0.429319546,27.34398572,947.49875,159,1.54,1.45125,0,5,19.93333333,16.33666667
Sr3(Cd2Ga)2,-0.354938752,28.27352267,681.4111111,156.1111111,0.86,1.47,0.222222222,6.666666667,18.23,13.57444444
CaTl2Cd,-0.215361997,27.63277314,715.805,152.5,0.69,1.4825,0.5,7.5,18.41333333,12.03833333
Mg2CdAg,-0.13715745,19.29629018,918.7875,142.75,0.62,1.56,0,5,3.776666667,8.960833333
Mg14CdSn,-0.018191735,22.89957976,876.33125,141.0625,0.65,1.374375,0.125,1.25,3.706666667,10.31958333
Mg2CdPd,-0.384750455,18.29953187,1067.0675,141.25,0.89,1.6275,0,5,5.966666667,8.413333333
NaCd2Au,-0.173912735,21.00926924,724.16,147.5,1.61,1.7125,0,7.5,18.31,11.1375
Mg14AlCd,0.013406956,22.19545185,903.105625,139.9375,0.38,1.3525,0.0625,0.625,3.966666667,10.30333333
CdAg2Au,-0.088548262,18.02729989,1100.3525,142.5,0.85,2.0225,0,10,1.52,6.775
Mg14CdGa,-0.00773932,22.28101565,863.695625,140,0.5,1.365,0.0625,1.25,3.446666667,10.38583333
Li2CdPb,-0.230008844,20.03993255,525.5525,136.5,1.35,1.495,0.5,5,17.34,15.74625
Mg14AlCd,0.017516501,22.37105391,903.105625,139.9375,0.38,1.3525,0.0625,0.625,3.966666667,10.30333333
Mg14CdGa,-0.003838317,22.39862108,863.695625,140,0.5,1.365,0.0625,1.25,3.446666667,10.38583333
Mg2CdIr,-0.216777635,17.41753257,1294.805,141.75,0.89,1.6275,0,4.25,3.446666667,9.113333333
Al2Sn,0.315926898,25.15054587,790.6733333,127,0.35,1.726666667,1.333333333,3.333333333,0.26,6.886666667
SnPd3,-0.09919581,17.50434693,1497.3075,139,0.24,2.14,0.5,10,2.26,5.365
Sn3Rh,0.101351019,22.20844396,938.06,139.75,0.32,2.04,1.5,9.5,1.54,7.445
Sn2Rh,0.766728466,27.15405865,1082.386667,140,0.32,2.066666667,1.333333333,9.333333333,1.54,7.573333333
LiInAg2,-0.230211929,17.72072401,838.325,140,0.95,1.655,0.25,7.5,17.345,11.99125
InPd2Au,-0.434341507,16.78470854,1355.795,139,0.76,2.18,0.25,10,4.85,6.2625
CdInPd2,-0.462063497,17.26411818,1170.0175,141,0.51,1.9675,0.25,10,4.85,6.6425
Sr2MgIn,-0.252093635,34.36859398,863.1875,168.25,0.83,1.2475,0.25,2.5,15.9,17.87916667
InCuPt2,-0.428128962,15.47284124,1467.58,136.5,0.5,2.06,0.25,9.5,3.5,7.2
SrIn4Ni,-0.291545086,23.55802853,749.5,147.8333333,0.96,1.663333333,0.666666667,8,18.75,11.825
SrIn3Hg,-0.293897929,28.08454141,514.714,150.6,1.05,1.658,0.6,8,20.19,11.972
MgZn2,0.015002878,17.69971267,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
Mg5Pd2,-0.30380461,19.78204396,1181.585714,140.4285714,0.89,1.564285714,0,2.857142857,5.966666667,9.061904762
CaMg2,0.031006928,29.12062281,987,152.6666667,0.31,1.206666667,0,0,14.96666667,15.75555556
SrMg5,0.090992136,27.62797287,944.1666667,150,0.36,1.25,0,0,14.78333333,13.23055556
MgBi,0.000196499,28.04341894,733.7,144.5,0.71,1.665,1.5,5,10.36666667,5.583333333
MgBi,0.000398167,28.27465364,733.7,144.5,0.71,1.665,1.5,5,10.36666667,5.583333333
CaMg5,0.092210116,25.87919391,955,146.8333333,0.31,1.258333333,0,0,14.96666667,13.26111111
MgBi,0.003101042,27.4825178,733.7,144.5,0.71,1.665,1.5,5,10.36666667,5.583333333
Sr2Mg,0.10694733,45.40227593,1007.666667,177,0.36,1.07,0,0,14.78333333,20.62222222
Mg2Bi,0.00329209,26.07887523,796.8,143.3333333,0.71,1.546666667,1,3.333333333,10.36666667,7.311111111
Mg2Bi,0.003847825,26.21714079,796.8,143.3333333,0.71,1.546666667,1,3.333333333,10.36666667,7.311111111
Mg2Sn,-0.014251642,23.84501548,783.6933333,140.3333333,0.65,1.526666667,0.666666667,3.333333333,3.706666667,9.531111111
MgSn,0.02794019,24.20153592,714.04,140,0.65,1.635,1,5,3.706666667,8.913333333
Sr2Mg,0.108660513,44.28243832,1007.666667,177,0.36,1.07,0,0,14.78333333,20.62222222
MgZn2,0.023588877,17.41667316,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
SrMg2,0.064603613,32.59599976,965.3333333,159,0.36,1.19,0,0,14.78333333,15.69444444
MgZn2,0.024667935,17.37316888,769.4533333,128.3333333,0.34,1.536666667,0,6.666666667,4.95,7.466666667
MgBi,0.007874377,28.12192164,733.7,144.5,0.71,1.665,1.5,5,10.36666667,5.583333333
SrMg2,0.068178417,32.00749797,965.3333333,159,0.36,1.19,0,0,14.78333333,15.69444444
Mg2Sn,-0.008361032,24.1180877,783.6933333,140.3333333,0.65,1.526666667,0.666666667,3.333333333,3.706666667,9.531111111
CaMg,0.071501356,32.45851008,1019,158.5,0.31,1.155,0,0,14.96666667,18.25
CaMg2,0.042372153,28.8565948,987,152.6666667,0.31,1.206666667,0,0,14.96666667,15.75555556
SrMg,0.092904987,37.59305884,986.5,168,0.36,1.13,0,0,14.78333333,18.15833333
Ca2AgRh,1.206425003,350.100588,1425.4825,159.75,1.28,1.5525,0,4.5,18.74333333,16.76416667
Mg2AgPd,1.106520765,240.0629738,1227.245,141.5,0.89,1.6875,0,5,5.966666667,8.330833333
Zn2AgPt,1.258729457,203.4409736,1165.4225,131.25,0.63,1.8775,0,9.75,1.173333333,6.280833333
Ca2GaAg,1.210556251,335.2837774,941.96,154.75,0.93,1.435,0.25,5,18.74333333,16.64416667
TlAgPd2,1.474545597,252.8999406,1367.0075,142,0.58,1.9875,0.25,10,2.75,6.035
Cu2AgAu,1.65528716,144.0498315,1321.95,136.25,0.64,2.0675,0,10,1.19,6.2725
NaAgPd2,1.589206733,260.8452176,1315.475,147.25,1.27,1.815,0,7.5,19.31,10.175
Ag2PdAu,1.658512416,232.9448685,1408.81,141.25,0.61,2.15,0,10,2.19,6.145
Zn2AgRh,1.463958336,206.4296924,1214.3225,132.75,0.63,1.8775,0,9.5,2.783333333,6.805833333
AgPd2Pb,1.550341478,253.3645267,1372.91,142.25,0.4,2.165,0.5,10,2.195,5.89625
